Tweet,emociones_merged
If @TheRock's Presidential run is as bad as his appearance in #Baywatch neither party need fear his run. That's $8 I'll never get back #crap,"['anger', 'disgust']"
@comrade_islaboy HAHAHAHAHA. Hornet's nest. Let them sting each other.,"['anger', 'joy', 'love']"
work is going to kill me and 5 o'clock is nowhere near 😟,"['fear', 'sadness']"
Movies on my to-watch list: Spider-Man Homecoming and War For The Planet of The Apes. 😍 #excited #movies,"['anticipation', 'joy', 'optimism']"
"Nigga write me talking bout I dreamt about you, cool I hope I was haunting you in a nightmare","['fear', 'joy']"
Good Morning Tuesday! No crap today please 😃 #tantrums #toddler #cuddly #struggles #3 #10 #PMA,optimism
This is because of people like Saleem Sheikh humanity wins over terrorism n hatred #AmarnathYatraAttacked,"['joy', 'optimism', 'trust']"
"🚨 an alle bike-people in #wien - take care: extrem viele kontrollen momentan, insbesondere ring usw. 🚲 \n #schwarzkappler  #reflektor",[]
"People were always afraid that stodgy squares would kill rock and roll, but the only legitimate threat was ever child choruses.","['anger', 'disgust', 'fear']"
@badpostyoongi I know for a fact they'll either ignore the fact tiff isn't or change Cindy's background,"['anticipation', 'optimism', 'pessimism', 'sadness']"
"coffee the floor; And the soul grew furious as the stillness broken by little,","['anger', 'disgust', 'sadness']"
B4 I couldnt get out of bed or look in mirror Thankful4all the support I have recieved here ImWakingUpHappyNot dreading theday ,"['joy', 'optimism']"
'It is not uncommon for #people to spend their whole life waiting to start living.' ~ Eckhart Tolle #happiness #live,"['joy', 'optimism']"
@FreeBeacon Shows how desperate the Dems are. They always ignore facts and hurl scare tactics.,"['disgust', 'fear']"
Ha ha love flats description of Marlie packer... Default setting 'combat mode'.... 😂😂😂😂😂  #brilliant \n@davidflatman @MarliePacker #WRWC2017,"['joy', 'love']"
I literally love Paul so much #BB19 #pissed 😂,"['anger', 'disgust', 'love']"
"If you sit back, watch &amp; listen to every .@TheDemocrats &amp; .@DNC member, you'll quickly learn it's #Victimhood, #racism, &amp; #hatred. I'm #WOKE","['anger', 'disgust']"
Three more shifts then I start the next part of my tutorship in response #enjoyingthelastfewdays #excited  #newchallanges,"['joy', 'optimism']"
re: thread of that brit freaking out over minor cultural differences - your indignation would be cuter without the imperialist undertones,"['anger', 'anticipation', 'disgust', 'sadness']"
My new favourite #film with out a shadow of a doubt it #Okja #beautifull #funny #sad #emotional #real #Netflix #MUSTWATCH #now,"['joy', 'love']"
"@chelston_dsouza Conte is furious with his board, wants all of them or he quits.","['anger', 'disgust']"
@WDA_Punisher @SgtDangerCow @Battlefield I think so too. \nCasual audience was particularly unhappy with server admins and server rules.,"['anger', 'disgust', 'pessimism', 'sadness']"
Okay I seriously don't know how this whole twitter thing works #lost,"['disgust', 'pessimism', 'sadness']"
anyways so i apologized &amp; i hav rly bad anxiety guys so i just wanted to get out &amp; start my errands so i did &amp; i had to ~uber everywhere~,fear
Three retweets of dumb Fox shit and one original tweet that is a blatant lie from SCROTUS this morning--nada about his wretched offspring. 🤣,"['anger', 'disgust']"
@LizYank This comparison makes me so happy. #flattered #engl678mu,"['joy', 'love', 'optimism']"
Afraid of no one an no one scares me!!! Funk y'all thought image one mans army!! '!,"['anger', 'disgust']"
"And the #wonderful boy in the Garden grew in wisdom and stature and in favour with God and men, which, literally, were his parents.\n#VSS365","['joy', 'love', 'optimism']"
@JadeOdette_ Because one of them has to be wrong :) we just want to believe it's H&amp;M haha 🙃,joy
"@lala Loving your book 'The Power Play'-It is a serious game changer. If nothing else, my dreaming big will land me amongst the stars. 🌠","['anticipation', 'joy', 'love', 'optimism']"
@InvacareCorp has provided tremendous support for the 2017 CEWHA Nationals as one of our Conn Smyth Sponsors. #2017Nationals #Ottawa,"['joy', 'optimism']"
@realDonaldTrump You've spent more time and energy protecting Michael Flynn than your own son. You're a coward and an awful parent.,"['anger', 'disgust', 'sadness']"
Alright Alex and I have party boy neighbors who blast music ,"['disgust', 'joy']"
@AwardsDaily Looks that way.  I don't want to see how Q is going to handle Tate murder.  #shudder,"['disgust', 'fear', 'pessimism']"
Thanks for the recent follow @discoverdelicio @johnmilley58 @OrbeauCustomer Happy to connect :) have a great Tuesday.,"['anticipation', 'joy', 'optimism', 'trust']"
"Beware the wrath of an angry, frustrated, #agile grandma with a network. 👵🏼😡 I'm just sayin'. #objectlesson","['anger', 'disgust']"
Post TRNSMT blues,"['anticipation', 'joy', 'love', 'sadness']"
dropped my birth control on the floor and cant find it cause it blends with the carpet 🙃 #joy,joy
"Sometimes, you just need to eat a delicious piece of chocolate to remind yourself that there's no need to be bitter. Sweetness redeems.","['joy', 'love', 'optimism']"
An unchallenged present creates a complacent future. #TuesdayThought #selfimprovement #success #excitement,"['anticipation', 'joy', 'optimism', 'trust']"
Hmm...looks like no one @Tampax is available to respond. Its like waiting for a #doomsday reply. That #burning question with no #answer,"['anger', 'disgust']"
"you annoy me, your name annoys me, your EVERYTHING annoys me 🙃","['anger', 'disgust']"
Sending love &amp; prayers to the families of @USMC Marines lost in the C-130 crash in Mississippi. May our Lord help abate the grief and sorrow,"['love', 'sadness']"
'Sleepy' lotion by @lushcosmetics smells like if a bouquet of lavender and a bunch of toasted marshmallows had a love child. #delicious,joy
'When is it going to be that we start to define our own art?' Black music's relationship with literary tradition at Across Cultures #Mix2017,"['anticipation', 'optimism']"
Happy to share my new video preview with some of my local fav's!\n#compose #excitement @CBCMusic @Musicyyc  @CJSW @BreakOutWest @HifiClub,"['joy', 'optimism']"
@yashah07 Hahaha got the same forward !! I want to find the source and teach 🤣,joy
Exciting day ahead...lunch @Panoramic34 with the girls #Foodie #yummy #myday #Friends,"['anticipation', 'joy', 'optimism']"
"@BillMoyersHQ Elderly belong w/family; our social system is broken.  This egregious 'Meancare' will shake it up, alas.","['anger', 'disgust', 'pessimism', 'sadness']"
#IfOnlyPeopleWould not exist. #humanity #life #ignorance #nature #mothernature #sad #disappointment #smh #personal #opinion #views #animals,"['fear', 'pessimism', 'sadness']"
"@angrydwarf9 @carolinesandall It ruins my frigging night each night at 9pm. Mrs loves it, i've been early to bed for a month. #dreadful","['anger', 'disgust', 'sadness']"
Imagine suffering chronic depression  and being told 'you have an unattractive chip on your shoulder' #DWP #WRAG #WWW.GOV.UK #Mentalhealth,"['anger', 'disgust', 'sadness']"
"Been at work for not even 4 hours and I've thrown boiling tea everywhere, smashed a mug, smashed a milk jug and sliced my finger open😐","['anger', 'disgust', 'pessimism', 'sadness']"
Happy Amazon Prime day to all my primers 😆,"['joy', 'optimism']"
"again i realize some of you may worry about me being gone so long! fear not, for i have made a new life for myself in the sewers,","['optimism', 'trust']"
"@EspionageLove -- stop any time soon, his body trembling in Kian's arms with relief, completely overwhelmed.","['joy', 'optimism']"
@doranadal @JaneForRafffa #big-smile #great post #greatRafa #loveRafa,"['joy', 'love', 'optimism']"
"Just got a gift via this cool virtual assistant @TryEvaBot. Wanna experience? Let me know, I can send you a gift🎁  #magical #delightful 😊","['joy', 'optimism']"
Don’t let the fear of losing be greater than the excitement of winning. ~Robert Kiyosaki\n\nAllOutDenimFor KISSMARC,"['optimism', 'trust']"
"I'm insecure, but I'm strong. I'm alone, but I'm loved. I'm sad, but I smile.","['anticipation', 'optimism', 'pessimism', 'sadness']"
@RaymondPryce1 Yes it is happening. If u have a welding shield u can get a first hand view. ,"['anticipation', 'optimism', 'surprise']"
@callmekarizma I take a huge nursing school test today and I'm so nervous,fear
"Not only has my flight been delayed numerous times, we have not been provided with a snack cart #horrific","['anger', 'disgust']"
"I feel like I should be watching #glee, but #glee will just make me cry and I'm trying to remember happy times","['joy', 'sadness']"
Interesting briefing this evening to learn how to shape housing policy in #Epsom&amp;Ewell upto 2032 and @EpsomEwellCA Cllrs absent ,"['anticipation', 'optimism']"
I want my diamonds as bright as my future,"['joy', 'optimism']"
"It's rained every day since June 30. That's 13 #dreary, #soggy days in a row. #auckland","['joy', 'pessimism', 'sadness']"
.@PreetBharara's Twitter barbs are both insightful and delightful to read; hell hath no fury like a crusading prosecutor scorned,"['anticipation', 'joy', 'optimism']"
@bennymcnugget Very sad and upset and idk :/,"['pessimism', 'sadness']"
"Lost without my Mom 😢 plus tired, sick and full of cold is just another day in paradise..... #upset #unwell #missyoumommybear 💖💖",sadness
#AmericasGotTalent live shows with so many technical faults #disheartening,"['anger', 'disgust', 'pessimism', 'sadness']"
@IH1525 @TiIImxn Literally I'm in awe,"['joy', 'surprise']"
get to 84 and the intruder alarm is going off... lolz one of the PTs set it off 🙈,"['disgust', 'joy']"
Omgsh Alexis is sooooo freaking funny on #BachelorInParadise 😂 That pizza segment! Plus I love her and Jazzy's friendship! ,"['joy', 'love', 'optimism']"
"05.30 is my time......brew, toast and TV before anyone else gets up  #earlydoors #mumlife #lifewithtoddlers","['joy', 'love', 'optimism']"
@_elliegillxx @0liviarobertson Poor Lyn 😂😂😂 livv I hope she forgets yours this year in revenge,"['anger', 'disgust', 'joy', 'optimism', 'pessimism', 'sadness']"
This prison is awfully gloomy. Would you mind if I put some ribbons on the bars?,"['disgust', 'joy', 'optimism']"
"ARMYs we see you working hard to keep BTS on the Social 50 chart!\nDon't feel discouraged, it's still amazing that BTS is #2 with no promos 💕","['joy', 'optimism', 'trust']"
"Went to bed a 1:30, fell asleep after, my niece started crying at 4. I'm dying... 😧","['anger', 'disgust', 'pessimism', 'sadness']"
@rosieblossoms_ What a miserable piece of shit 😡,"['anger', 'disgust']"
I wont rt things that might offend your faves bcs I'm better than that,"['joy', 'optimism']"
"#ContentwiththeLordsPortion:Even in times of scarcity,”Yet I will #rejoice in the #LORD, I will #joy in the God of my #salvation.” #Hab 3:18","['joy', 'optimism']"
Dro is so damn fine. #insecure,fear
All this makeup is going on sale....\nBut I ain't got the funds. #heartbreaking,"['disgust', 'sadness']"
You don't know fear until you have clogged the toilet at work and can't find the plunger. #horrifying #bathroom #FirstWorldProblems,"['anger', 'disgust', 'fear']"
calling me ugly isn't even an insult bc i know already,"['anger', 'disgust', 'pessimism', 'sadness']"
"aleesha—kitchen sink, twenty one pilots (!!)",anticipation
I’m so glad I’m not like some of the sad people online who gossip and bully others for their entertainment because they have no life.,"['joy', 'optimism', 'sadness']"
@RealSkipBayless Your opinions on sports is dreadful,"['anger', 'disgust', 'pessimism', 'sadness']"
Hi @EvMarket_US Thanku for #follow 👍\nUs #hairdressers love sharing #smiles 😁\nIt's a universal language!👌\nHave a fab day! 😘,"['joy', 'love', 'optimism', 'trust']"
@SkyUK I was just put on hold for 20 minutes till I hung up. #not happy #terribleservice #unhappy @virginmedia I should have stayed...,"['anger', 'disgust', 'sadness']"
"@PiersatPenn Thank you dear Emily. This is a wonderful share I love it. Emily, have very happy moment over there my beautiful friend","['joy', 'love', 'optimism']"
"guess who stayed up until 2am just incase someone called but they never did like i knew already , it's me, mistakes were made","['anticipation', 'sadness']"
Definitely something happening today #SolarEclipse2017 #weird #annoyed,anger
@JohnMayer No DSM shows. #sadness,"['pessimism', 'sadness']"
and after i got home in such a horrible mood my mom pissed me off the moment i stepped my feet in the house so i really almost go off on her,"['anger', 'disgust', 'fear']"
'we need to do something. something must be done!!!!!'\n\nyour anxiety is amusing. nothing will be done. despair.,"['anger', 'disgust', 'fear', 'optimism']"
How has Berger King gotten away with selling absolute 💩for this many years? #terrible,"['anger', 'disgust']"
"bonless sirlion tips,mixed veggies browngravy &amp; homemade mashed potatoes #inthekitchen  #latenightmunchies #yummy #getuagirlthatcancook","['anticipation', 'joy', 'love', 'optimism']"
"When the lights shut off and it's my turn to settle down, my main concern...","['anticipation', 'optimism', 'sadness']"
"I click on download on my PC. Message says 'Thank you for downloading #iTunes \nSo, where's the download?! #frustrated ","['anger', 'disgust']"
"@AlisonMoyet Knock, knock!\nWho's there?\nA guard\nA guard who?\n...do, do, push pineapple, shake a tree...\n\nI'll shut up now.","['anger', 'disgust', 'joy']"
@WeAreElektron sadly #digitakt seems to be out of stock all over Europe. Do you know  if any European online store that has it?,sadness
#revenge marathon has begun ⚡,anger
Tonight's run.... #restless,"['anticipation', 'fear', 'sadness']"
"I live 30 miles away from work, &amp; arrived to realise laptop is still on the bed. ","['anger', 'joy']"
@Ben_Ripley42 I dont know but you seem to have annoyed her 😄,anger
Only halfway through #madeforlove by @AlissaNutting. But it's utterly #brilliant. #Reading it has me laughing out loud.,"['joy', 'love']"
"@swish41 No offense but the mavs are only my 2nd favorite part about Dallas, 1# is the barbecue #delicious","['joy', 'love', 'optimism', 'trust']"
@annakingradio Is that the new studio kit? I'd be terrified of pressing the wrong button and launching something dangerous! 😊,"['fear', 'joy']"
@vvxaii i feel shy to call you a friend your a sister💙💙,"['disgust', 'joy']"
@MikeAndMike @Buster_ESPN if you get time.. @Orioles buyers it sellers or what are we going to do!!?! #panic,"['fear', 'sadness']"
@StateDept #That certainly does not bode well for #Afghan woman and girls #bad option,disgust
@Jarrius Send me a FR: Jaygerrr and I'll smoke you on madden when it comes out 😂🤙,"['anger', 'anticipation', 'disgust']"
I need a transcript of trump praying. #terrific Jesus.,disgust
@Delta.  Are you kidding?  Delayed from 7:30pm to 11:00 - only to cancel it because the pilot is overtime. ,"['anger', 'disgust', 'sadness']"
"Like I might've set it down on top of my car &amp; if so, that shit is long gone 😭 ","['anger', 'disgust', 'sadness']"
And I'm really pissed the fuck off because I do a good job of keeping my kid well because I don't like to see her sick and sad.,"['anger', 'disgust', 'sadness']"
@KeithRothfus Your silence=complicity. Obviously you have no problem with Russian interference. #sad #russianhacking #treason,"['disgust', 'sadness']"
"@RyanHedderick happy birthday big fella, have a good one. up the blues x","['anticipation', 'joy', 'optimism', 'surprise', 'trust']"
@IainDale @LBC The only word worse than 'moist' in my opinion is 'scrape'. #ugh #shudder,"['disgust', 'fear', 'sadness']"
"@TorridFashion I love you, but between online order drama and your horrible hold music I have a bit of a shopping induced headache. #annoyed","['anger', 'disgust', 'sadness']"
Be the reason someone smiles today #smile #happiness,"['joy', 'optimism']"
"#Sad I #missed #GDragon #tonight in #Seattle.Might be awhile before he's back, I hope everyone who attended the #concert had a #great #time!","['joy', 'optimism', 'sadness']"
Same ☹,sadness
Coulda sworn it was Interview With A Vampire. Hmmm......Mandela Effect anyone? \n#interviewwithavampire #annerice #books #horror #ilovevamps,"['anticipation', 'fear', 'joy', 'love']"
"omg so grateful to have an education but ive been back at school for 2 (two) days and my back hurts, im exhausted and breaking out already 😍","['joy', 'love']"
@ubiqsmart  looking like a good buy in price. Great platform and Dev team future looks #bright,"['joy', 'optimism']"
Thinking about life this morning and how something is missing. — feeling restless,"['fear', 'pessimism', 'sadness']"
"Just watching #Phoenix video for the first time. Holy fuck, this guy is seriously deranged, unhinged. Why is everyone not #terrified?","['anticipation', 'disgust', 'fear', 'pessimism']"
Bedtime. After a full listen of Lou Reed's album Transformer. Full albums are underrated these days. #back2back #enjoyment 💿 🎶 x,"['joy', 'love']"
"@SRuhle @MSNBC Sebestian Gorka, what a arrogant A~hole! Has no business speaking! ","['anger', 'disgust']"
"' i can't even tell u a lie I felt like u were special, till I realized wassup and left, got u feeling dreadful '",sadness
"Won't be watching ESPN anymore, they took Robert Lee off because of HIS name, PC Police, what insanity! more #hatred #bigots #LeftwingNutJob","['anger', 'disgust']"
@tootaehyung omggg i'll be bloated then ;;-;; but it's a wonderful idea i'll start doing it tomorrow!!,"['joy', 'optimism']"
Dying my hair an extreme color for the first time #excited #nervous #change #notfastenough,"['joy', 'optimism', 'surprise']"
Taking time out of our busy to catch the #great #American #eclipse! It is really incredible to see even our partial view! How was your view?,"['anticipation', 'joy', 'love']"
A programmer’s wisdom is understanding the difference between getting program to run and having a runnable program.  #puppy,"['anticipation', 'joy', 'optimism']"
@elegantlywasted @ChelseaClinton Are they the new kennedy's of American politics.. sadly both mom and daughter are as charming as a toe nail,"['sadness', 'surprise']"
I like the #glow in the #dark #fidgetspinner. Not because it glows the dark neither. It feels more lighter and smoother than the others,"['joy', 'optimism']"
He has that charming smile that can really make you smile too. Believe me.,"['joy', 'love', 'optimism']"
@wengzyjb I don't even know na naa koy beautiful nightmare hahahaha oks,"['fear', 'joy', 'love', 'optimism']"
@BorisJohnson unhappy about the cost of leaving the EU ? If only you had published your letter outlining the reasons to stay instead. Idiot.,"['anger', 'sadness']"
@rickysnecklace I'm so proud Mils! Keep smiling ❤️,"['joy', 'love', 'optimism', 'trust']"
I was glad at that posing that I waited to run when the sun came out cause I usually run when it's dark in the morning.,"['joy', 'optimism']"
"Cookie ♥ Nutella, topping Kinder BuenoWhite\n#cookie #muffin #nutella #food #delicious #foodporn #happy #dessert #chocolate #cake #junkfood","['joy', 'love', 'optimism']"
"I'm pale, I no longer wanna laugh, Or smile, All I wanna do is just fucking cry,","['pessimism', 'sadness']"
@MA_Bisson @AroundTheRings @LA2024 'felt our soul'! hilarious!,joy
@maritzabuys666 Looks wonderful!!!  Wish it was my cock tho!!!  😍,"['joy', 'optimism']"
Government should take strong action against terrorism #AmarnathTerrorAttack   not only KADI NINDA,"['anger', 'fear', 'optimism']"
'to fill his campaign bank account with tens of millions of dollars'..trump 2020 campaign to start now #sad  #bad,"['anger', 'disgust', 'sadness']"
Nothing makes me happier than managing my depression well.,"['joy', 'optimism', 'sadness']"
So #glad all four of our #top picks got through on #AGT,joy
"@JoyceMeyer @mrsglessman #day of #vengeance of our #God; To #comfort all who #mourn, To console those who #mourn in #Zion, To give [4/7]","['joy', 'optimism', 'sadness', 'trust']"
"Can't handle rude people. Doesn't matter what job you do, a consultant or not, treat people how you would like to be treated 😡 #disapointed","['anger', 'disgust', 'sadness']"
"Just waved daughter and her wee friend off to school, walking by themselves #sob #terrifying!","['fear', 'sadness']"
"'Let me no longer languish in #pain, but look forward with #joy to all I have been gifted to achieve in my life.' ~ #Eleesha ღ #quote","['joy', 'optimism', 'sadness']"
@BAEK0FF @byunglows Philippines 😃,joy
"@jamesmb @DonaldJTrumpJr His knife is clean. He is tough enough to fire a gun, but not tough enough to get his hands dirty. #awful","['anger', 'disgust']"
@meppenbrock @nypost Non-story.\nDaughter tripped home alarm. Cop responded.,"['optimism', 'trust']"
#Rage and #disappointment man.... Is that life or what? Lol,"['anger', 'disgust', 'pessimism', 'sadness']"
@JDMHatch_G @A34Bart @IOInteractive @Ravenclaww04 @Hitman This is an attitude that makes me beam with delight every time I encounter it.,"['joy', 'optimism']"
@SonuKumar876543 Thank you for sharing your concern. Please DM your Jio &amp; alternate number to assist you - Rahul,"['anticipation', 'joy']"
Quite possibly the worst anthems I've ever heard in pro sports by both singers. I wish I was deaf. #ASG2017 #mlb #MLBAllStarGame ,"['anger', 'disgust', 'sadness']"
They'll love you but hate you cause they can't be you ... #smile,"['joy', 'optimism']"
How come quiet well behaved cats and dogs have to ride on a plane in a tiny bag while screaming small humans roam free? #outrage #teampet,"['anger', 'disgust']"
Alaina and I are at 90 days on our snap streak. So?,"['anticipation', 'optimism']"
"i don't understand ppl who save wasps , next chance that lil dude gets he gnna sting ur grandma","['anger', 'disgust', 'sadness']"
@tonyposnanski Putin told him not to. #pout #heylookatthedistraction,[]
@OxandCart_UK @jamieoliver I made it too  #quickandeasyfood,joy
I was having a #BadDay and i went on #YouTube and watched @domoandcrissy reaction to old pics. #Thanks #ladies for the #laughs,"['joy', 'love', 'optimism']"
Freakin a...I deleted half the episode of BIP on accident  #bachelorinparadise,"['disgust', 'joy', 'optimism', 'sadness']"
"See you at our #CampaignMasterclass on Friday @HaysTravel, we're very excited and we hope you are too 😊 #emailmarketing","['anticipation', 'joy', 'optimism']"
@DirtyDucko @funder I wish I could like this twice. #hilarious,"['joy', 'optimism']"
Enter this code for 10 free Lyfts PARX #Isn't it great to save money when you shop? #blissful #FREECAB,"['joy', 'optimism']"
@fadedmerrell @MerrellMilitary @HibaDahibi HAHAHA ok ill back away #coy,joy
@1ncamera @Weehugs @DavidYoungPA @PA Stupidity is part of their proud cultural identity. 😠,"['anger', 'disgust']"
"@devlinjim @SophieLong01 What about Daniel 7:9? - his throne was like the fiery flame, and his wheels as burning fire.",[]
Literally work almost everyday can't wait to start my PT #blessed 🙏💙,"['anticipation', 'joy', 'optimism']"
My @LDNOverground train is announcing absolutely everything overground station on the network #giggle,"['anticipation', 'joy', 'surprise']"
"I cannot lose you, because if I ever did, I'd have lost my best friend, my soul mate, my smile, my laugh, my everything.","['love', 'trust']"
bathe in a pool of #stars and #sun.  Wash away assumptions and rejoin the #joyful noise of @bliss and #love.  #LoveOverHate #ResistInBeauty,"['joy', 'love', 'optimism']"
She mad sus hung up on me 😂,"['anger', 'anticipation', 'joy']"
@del_krushnic I knw you have a temper paaa lol just chill dear don't be pissed waii or I will else worry u saaa but I'm sorry 😫,"['anger', 'disgust', 'fear', 'sadness']"
@KicchaSudeep No words Sir... Thank you for the concern..,"['joy', 'love', 'optimism', 'trust']"
So disappointed in E! portrayal of Kylie Jenner! Makes her look so fake &amp; filthy rich @ every turn #disappointment @enews #LifeofKylie 🤢😒,"['anger', 'disgust', 'sadness']"
I think I'll eternally be irritated by our LIT teacher 😂,"['anger', 'disgust']"
Chelsea and united must be furious,"['anger', 'disgust']"
That moment when the worry is lifted #grateful,"['joy', 'love', 'optimism']"
if y0ure in tr0uble d0nt hesitate t0 ask f0r help,"['anticipation', 'joy', 'optimism', 'trust']"
@devbostick @daniel_henshall Where is it? :O because it's so beautiful,"['joy', 'love', 'optimism']"
Never been so relived 😆,"['joy', 'optimism', 'surprise']"
@TheDemonWriter #terrible lol I'm kidding,"['joy', 'love']"
"Am I the only person who is not that excited to go there. Yeah im excited, but im more afraid.Adapting and studying. I dont want to be","['fear', 'joy', 'pessimism']"
Mother Nature dropping mad beats out there this morning. Just wish they wouldn't shake my shower stall while I'm standing there naked.,"['anticipation', 'optimism', 'sadness']"
@MonikaGoswamiRK I just see 2 episodes #DilLagi but still curious why you're falling for the Hero 😆 watching more soon.. 😉😃,"['anticipation', 'joy', 'optimism']"
@Jack_Septic_Eye Grass growing simulator is offended,"['anger', 'disgust']"
Did men call themselves shy and mean it? So I reassure him that I'm just making sure he's a good investment and alla that 🙄,"['anticipation', 'joy', 'optimism', 'trust']"
"@AChubbyPanda *He would growl softly and licks his lips.* 'if I need to prove myself, I think we might need to go somewhere private.'",love
A bih be on lock down and shit. #depressing,"['pessimism', 'sadness']"
Step into and own your #brilliance. #womeninbiz #womeninbusiness #successs #femaleleaders #femaleentrepeneurs,"['joy', 'optimism']"
@olark @mashable Thanks @olark for being #awesome As someone who suffers from #Anxiety and migraines I always fear stigma. You give me hope.,"['fear', 'joy', 'optimism']"
“#Woe unto #you that are #full! for ye shall #hunger. #Woe unto you that #laugh now! for ye shall #mourn and #weep.”\nLuke 6:25,"['joy', 'sadness']"
@addicted_spurs Cos they all have it's ok then. #great,"['joy', 'optimism']"
"@UKSportsZone In other words, I don't like the result of the poll so I'm packing up my polls &amp; taking them home while I pout. 😂😂😻 #bbn","['disgust', 'joy']"
"@NitashaKaul @Snehakaul2Kaul so beautiful dear, thanks,everybody knows it is in benefit of India &amp; GOI has done this terror attack as before","['joy', 'optimism']"
Sorry if I annoy any of you. I'm just real passionate about Ruby and always want to give her the love she deserves 😭,"['anger', 'love', 'sadness']"
Was a huge fan of @Ryanair but last few flights have been horrific. #rude #poorservice #nostock etc etc etc #dissapointed,"['anger', 'disgust', 'fear', 'sadness']"
Happy birthday to ma brother from another mother @Official1Cedi dis year More blessing #Break itz,"['joy', 'optimism']"
Is it supposed to be this arduous to interact with other people? I'm 'other people' to them and they don't seem to struggle. ,anticipation
@Rainbow6Game felt guilt from playing this game. #horrible #RainbowSixSiege,"['disgust', 'sadness']"
"#AI #revolation, soon is possible!\n#fearless #fearful  #good #goodness","['fear', 'joy', 'optimism', 'sadness']"
if you wake up somewhere else...you will know some #arsehole has pressed a button ;),"['anger', 'disgust']"
@Jericho1864 @Rachllea Thank you. Hope you have a terrific Tuesday!,"['joy', 'optimism']"
@SkyUK not impressed by your customer support. Forcing customers to use fb chat or sms! Very slow. issue is not getting sorted ,"['anger', 'disgust']"
It's a beautiful pout. c:,"['joy', 'love', 'trust']"
today i feel like an exposed wire dangerously close to another exposed wire and any provocation will fry me,"['anger', 'disgust', 'fear', 'pessimism']"
@BrettKeeble I guess it never. @smartassunit #worry,"['anger', 'disgust', 'fear', 'pessimism', 'sadness']"
"'We can throw stones, complain about them, stumble on them, climb over them, or build with them.' — William Arthur Ward. #inspiring","['joy', 'optimism']"
@theJeremyVine Coffee\n\nNow something else to worry about.,"['fear', 'sadness']"
EEEEEKKKK!!!!\nProduct LAUNCH 😍✋💖\nI'm am literally B•U•Z•Z•I•N•G!!!\nSingle sachets 😍😍\n \nMessage me for yours! 😜🙆💜#loveyourlifestyle #shakes,"['joy', 'love']"
The greatest happiness is seeing someone you like stay happy - Daidouji Tomoyo [Cardcaptor Sakura ],"['joy', 'love']"
@andyfleming83 Bastard squirrels. 😡,"['anger', 'disgust']"
@Aaron_0424 @marquezmark06 This is serious paranormal stuff going on.,fear
boys are so awful but also so amazing.... right?,"['joy', 'optimism']"
@mtailor “20% Better Than a Tailor”? Least a tailor would know #navy vs. #blue. $500 and 4 weeks for an #innacurate suit? ,"['anger', 'disgust', 'sadness']"
@PamelaGeller Disgusting. @facebook you just may end up like #snap. #traitor,"['anger', 'disgust']"
@NisaLocally @CocaCola_GB thanks love share a coke and holiday with my family  #smile for a chance to #Win :),"['joy', 'love', 'optimism', 'trust']"
Can't drink all day if u don't start in the morning .. Drake gets me 😛,"['disgust', 'joy', 'sadness']"
@hdfcergogic yr customer care exec r unable to pull information on l&amp;t insurance #horrible #service #beware #renewal,"['anger', 'disgust', 'sadness']"
"Or all of it, with our displeasure pieced, #shakespeare","['disgust', 'sadness']"
Lost my appetite for the past 5 days and I swear I already lost 3 pounds #depressing #at #least #i #will #be #skinny #for #pride #weekend,"['pessimism', 'sadness']"
get the fuck over yourselves. we are the most capable and you wanna sit and sulk in your bullshit and fear of failure honestly fuck yourself,"['anger', 'disgust']"
"Sometimes, you have to smile, pretend everything is okay, and just walk away.","['joy', 'optimism', 'sadness']"
@tomandlorenzo @GameOfThrones Certainly killed many sentient creatures if it's made of real fur #shame #furismurder ,"['anger', 'disgust', 'pessimism', 'sadness']"
How sick must someone be that they wish to 'punish' someone for not being their friend?  #insecure #lonely #miserable #vengeful #RHOC,"['anger', 'sadness']"
i can already tell molly tryna be fake above shit so she gon deny dude one time then jump on his offer in the end. #insecure,"['anger', 'disgust', 'fear']"
#revenge or #Change . You #ChooseASide for your country #India,anger
@KeenanRuggeri You would have been raging as it was probably put in place instead of an extra crisp,"['anger', 'disgust']"
How shit and depressing is this weather wish I can travel the world for a living,"['anger', 'disgust', 'pessimism', 'sadness']"
"So me and my mom were talking about highschool, I'm shy so she said that she thinks I'm gonna get bullied😒 #shy #me #mylife #moms #bullying","['anger', 'fear', 'pessimism']"
I wish EVERYONE could see how #MSNBC #CNN talked over trumps speech.  You ALL should be ashamed of the along with the sheep followers. ,"['anger', 'disgust', 'sadness']"
"@cubewatermelon @JonKimbel It's hilarious but there are legit milkshake Duck apologizers. Yes, just the hypothetic milkshake duck.","['anger', 'anticipation', 'joy']"
"Dannie you're a terrible influence, piercing time😂💉","['anger', 'disgust', 'joy']"
@Popstufs3 Coffee is good and view is even better 😊,"['joy', 'love', 'optimism']"
My dog wouldn't stop barking so now I'm up at eight am with a raging headache,"['anger', 'disgust', 'sadness']"
James Clapper 'scary and disturbing'.  #25thAmendmentNow #ImpeachTrump  #terrified #nuclearcodes  #Godhelpus,fear
@theAliceRoberts @FryRsquared @AdamRutherford They've obviously never tried 'repressing' a red head #fiery,"['anger', 'disgust']"
@KhaoJimmy Okay awak 😆,joy
"@livedarts R.i.p my friend, cant get my head round this,    #devastated    x",sadness
