Tweet,emotions_merged
Happy birthday @ShanteriaI!! i miss you tons + i'm so excited to be back in florida to hear all about Turkey + to have our 🌮dates!! 💛🎉,joy
"i had to break it, the world is raging on",anger
@ThomasSanders I am having anxiety right now because I don't know it's gonna happen,fear
Have to go to a occupational services place for a drug test. Yet they don't know what the heck is going on. Just great! #blah #😡,anger
@the_shota Too true- my logic was blinded by outrage ......,anger
Today I'm #grateful for\n\nMy car\nMy phone\nMy thumbs\nGoing on walks\n@Twitter \n\nWhat are you grateful for today?,joy
Believing in yourself is key in attaining what you want in your life. #start believing in yourself,joy
So it's a proper test match Day-2 now :) ttv' s team responds to yesterday's attack from #AIADMKMERGER team:) #entertaining to be honest,joy
@mandersonmsp84 @jamadoria I'm in tears. This is so heartbreaking 😭,sad
@SquawkCNBC Know how much in movie sales now&amp; forever in the future that the actors &amp; singers talking their crap about Trump Americans lost?,anger
we mourn the death of our hopes today #james,sad
"It’s a bit funny to me, although you’re everything to me\nsometimes I am no better than a stranger\n-Sing for you- 😊",joy
@Aisha_IZ I wonder if she's married at all or frustrated 😠 with men she came across,anger
Up bright and early for class today 😂👌🏾 I can't miss nane nother one,joy
@Riverford had my first #vegbox last week. Chard and Rosemary Gratin is  #yum,joy
@dpm0319 So funny!!!!!!!!! #lol   #clever,joy
@RepLeeZeldin Horrible CNN interview.  U can't talk urself out if a paper bag. U don't even buy the crap that was coming out of ur mouth. 👎,anger
Should I change my layout too? This one looks pretty depressed 😂,sad
"But his delight is the law of the LORD, And in His law he meditates 🌁 and 🌃\nPsalm 1:2",joy
@burnsjeanie @laurawilshaw_ @_heyitsnic0la @katyjane_ @jesseveson @Tomilicious12 @MichaelCollabro Haha..yes he does! 🤣,joy
So much excitement for Rome this time next week - getting ready to burn and turn red too 😂,joy
"@piersmorgan Not just SATS. GCSE as well lost 5 marks because missed a coma, answer correct #annoyed",anger
@blackvoices Keep it up @gucci1017 #sober clear minded I see you over in Europe on tour killing the game right now!,joy
Spread smiles around everywhere you go\n#spreadingsmiles #smiles #healtyliving #LaughOutLoud #happinessallaround,joy
Nearly 12 o'clock and we are here listening to music and my girlie is making me howl with her dancing #oldtunes #daughter #laughs #memories,joy
I think I have anger issues 😐,anger
"@thedramble Tried it once. Poured into the sink. Didn't bother to make tasting notes :-) Looks like cheap sake, tasted like it too...",anger
@StreamPlanetHD #crap sorry but doesn’t work,anger
Doing my daily devotionals brings  me such 🙌🏽 joy to my life. Its truly #amazing to study his words. #amen #godisgood #dailydevotionals,joy
all this anger is making me tored and there's literally no reason to stay up for this shitshow,anger
Feeling blind. New specs please? 😰,sad
Just tried @GoodmanBakery for the 1st time... GF for 13 yrs &amp; these are some of the best baked goods I've ever had! DF is a bonus! #yummy,joy
Welp.. I hope y'all don't have animosity towards me &amp; find this new one. 🙇🏽‍♀️,joy
Going to bed with dry and clean hair. #blessing,joy
"@coutbaek i did, i cried from laughter way too much HAHAHAHAHHAHAHAHAAHGAHAHA 😅😅",joy
"Geraldo At Large is an effortless, intelligent entertainment, and a fabulous, fun-filled start to the hugely lucrative franchise. #PraiseFOX",joy
"once again, good afternoon to the uk charts only the us charts could take some notes from us 😊",joy
mood: kinda bitter bc lee hi didn't appear in jaewon debut mv,anger
@atrsya_ You truly decide your own happiness 😊,joy
"You can treat someone like a king, a queen, like they're the center of your universe and they will still shit on you lol\n\n#mood #pessimist",sad
"@StuartCamp My dad ordered my tickets for the show in Hamburg, his name is now printed on the tickets, is the same surname enough? #panic",fear
@shreyaghoshal Waiting for the FV live session #excited #Happy Bdw you have to sings lots of songs for us during this session,joy
1. Burning Desire: You must be in love with your goal. #thinkandgrowrich #health #money #happiness #love,joy
Featuring grilled halibut with a lime basil crust and a yellow tomato and lobster coulis #yummy #seafood,joy
Bring back the scratch and sniff Avon books. Then yer da sells Avon wouldn't even be an insult,anger
"Even if Amps are not that much, I'm sure we'll keep growing and we're all genuinely support him for who he is, also want to make him happy.",joy
'Pope fuming after police broke up drug-fuelled Vatican priest gay orgy' \nAts some headline,anger
@KB_KrishnaBeura @Twitter @TwitterIndia @verified Congrats Krishna sir 😃,joy
I am furious. It is nearly 1pm and we still haven't signed another player. #getyourchequebookoutchairman,anger
"Your most unhappy customers are your greatest source of learning Bill Gates, Microsoft co-founder #startup #entrepreneurship #delicious",joy
I just #revenge killed a red ant for biting my son's finger. #iammommabearhearmeroar 🔪🐜🗡,anger
My grace is sufficient for you...#motivation #bible #optimism,joy
"@bolarotibi @jamesatye @jacksonhull @danielmarion We're done! Interesting, informative and exhilarating 😄 #CollabAndComm",joy
@CommsRuss @LuHeron Sooooo needed to be on that call! #adorable #needyaunty #pupster,joy
My lovely barista just invited me to her bday party this weekend and that alone just made my day.😊#happy #grateful #blessed,joy
And this kind of thing happens bc certain ppl play victim bc of their gender which is horrid. Own up to your mistake and apologize for it.,anger
My new alarm is praying. I wake up in the morning feeling like @KeshaRose oh 😍 evolution,joy
@QLDmaroons  No matter how many years I watch #origin it atill makes my heart pound and my stomach flutter.  SMASH EM boys! #QLDER ,joy
I've been awake for 451 days 23 hours and I'm sleepy and tired #weary #raspberrypi #nodered #bot #iot #sunshinecoast,sad
@LadyScully I didn't. We all went out and got pissed down the local instead. 😄,anger
"Grateful for the rooms of AA, with them I learned that I don't needalcohol or prescription medication to deal with chronic pain.  #xa #sober",joy
Not being able to jump on #mechwarrioronline is killing me . #awful #internet,anger
"Daughter, her husband and kids caught a boatload of red snapper &amp; mackerel off Port Aransas... we enjoyed the #fish feast #delicious",joy
Ang cute ni grim reaper omg,joy
I'm still feeling some type of way about Viserion. #GameOfThrones #crying #stresseating,sad
Maggie Smith does not get the credit she deserves 😂 hilarious and brilliant actress!,joy
i leave in 3 days and just now remembered that my car has massaging seats :/ #crap,anger
"We join our sister's in #SA as they mourn the death of a bright star #PrudenceMabele. RIP sis, till we meet again. #AfriFem",sad
I was at the beach today. Beautiful beach. Beautiful sand. The sea is great. Don't like jelly fish though.  #messageinabottle,joy
@PrisUY Good point if let's say the Argentinian police would do 1/100 what they are doing we would see a lot of outrage by certain people.,anger
So happy that I discovered coding...knowing what you want to do in life at the age of 23 is an amazing feeling.  #webdevelopment,joy
"I respect facebook and them killing Snapchat. If you can't buy em, beat em #fb ",anger
but i'm still here 😅,joy
@Tayylittle Mmm..is there any other way to start the day? ☕️ #yummy,joy
Crikey I left primary school ten years ago 😱 idc what anyone says primary school was the best school years of my life ,joy
@H___JB I use Avid Media Composer :D But any editing software will do! Start with Sony Vegas or Premiere is my advice. Good luck mate. ✂️🎞️👍,joy
Joy comes when you stop choosing circumstances that make you miserable. It takes courage to create a #joyful life.,joy
Choose someone who makes you laugh #😂,joy
@ohayyght Dont forget to eat you dinner nunna 😄,joy
"@Codemasters This was one game I was looking forward too, server issues have spoiled the game, will not buy a CM game again ",anger
If I ever got paid to be in impractical jokers as one of the people to tell the guys what to do I would do that in a heartbeat #hilarious,joy
Happy birthday🎉🎉❤️😘 @courtneymcm142 I love and miss you bunches &amp; hope you have an amazing day beautiful!!🌞🌸💗💞,joy
I just remembered I made a presentation of the top 100 male idols out of anger after seeing that siwon was first,anger
@DrewPap85 Never seen a frown in 4 years coaching. Again you have no basis for opinion.,anger
nothing happened to make me sad but i almost burst into tears like 3 times today¿,sad
@Serious_samuel @Elliecowzer Now there is a team for ya 😃,joy
I got to ride with and witness Amanda Coker break a 77 year old bicycling world record. Awesome athlete!  #amandacoker #tdf #relentless,joy
things that terrify me: remembering my bf follows me on twitter,fear
Asked my client to take a twitter photo at the home away from home. He was happy to oblige 🍑#redlightsmakeeverythingbetter,joy
Think of the amount of hatred necessary to commit this type of crime-it should be a capital offense.No bail.Laws were meant to protect.,anger
"@EdwardTHardy @realDonaldTrump You really need better source info and avoid the fake news, it has clouded even the obvious",anger
[PUBLISHER'S NOTE] We would love to hear how our magazine has been a blessing in your life. #feedback #blessing #ROMag #RunningOnMag,joy
@ButUCanCallMeZ I always wondered your feelings on this and I'm so glad to hear it. 😊,joy
@emmiecollison We will have to be patient 😬if two fux is anything to go by it will be worth the wait. 😊,joy
Happy #NationalFrenchFryDay ! Although I'm not so in the fried thing but I like have a frie once in a while! Have a #beautiful #thursday !❤,joy
"So today, the love of my life moved in with me 😍😉😘 #happy #excited",joy
"I love a bright life apart from any darkness and toxicity. Plenty of light and colours, smiles and good feelings, a healthy life..🍃🍂",joy
@1DJigglypuff It will haunt me now till i make a cover 😂😩,fear
@Fox_Claire Because sometimes rules are there to be broken ,joy
The courts are really going to frown upon #butheremails as a defense. #Trump has to be impeached. The rest of the Kremlin clan get a jury.,anger
@jojo110110 @kenanbailey Told you ! It's basically another iron man but a cheaper version 😂,joy
Guys I just went long on eclipse glasses stock. #investor #takesmoneytomakehoney  #imsosmart #TotalEclipseOfTheHeart,joy
di happy sa life pero may wattpad to fulfill the happiness HAHAHA,joy
Who's Your Cat Daddy!?\n\n#cats #love #instagood #photooftheday #beautiful #cute #happy #fashion #follo ...,joy
@dweise @ImProspering44 @ajprimiano86 McNabb at times started out bad the defense made plays the offense found rhythm,anger
you take horrible dick pics @LeafyIsHere,anger
@_mxthew I said that once and my pals ripped me a new arsehole 😊,anger
That person that #TalksTooMuch it becomes fucking #frustrating &amp; you get #mad but u have to pretend ur interested cos ur a nice person,anger
PUPPY FOR ADOPTIONS !!! Happy pics!! Please SHARE for exposure! Put out the word to good adopter prospects!...,joy
I'll control my #anger... if you can manage your #stupidity. #TeamFollowBack #相互フォロー #fact #figuremeout,anger
@PromilaSingh15 Thank you so much Promila aunty 😃,joy
"@GodAllMighty12 Which articles did you try? 😱 I tried 5 very different, obscure, ones and it always worked.",joy
@DarHeidemann Not good. Rats nest get rid of them before they chew your wiring $$$$. I also heard they hate the smell of pine sol.,anger
@republic Inside job so modi can show more tantrums,anger
@SamLouise112 A child breathing too heavily in china could infuriate you,anger
@rohandes Lets see how this goes. We falter in SL and this goes downhill.,sad
What a day!!! What a month!!! #solucky #blessed #cloud9 #ecstatic 👰😆🚘💞,joy
"This is heart-stopping, take-my-breath-away fun! I. Like. It. A lot. #justsayin #laughing",joy
@Ra_Bies Even #ganja suppliers r also rejoicing with #bandbaja,joy
YOU MIGHT BE TRYING TO FILL THE VOID IN YOUR #HEART WITH ALL SORTS OF THINGS BUT THAT PLACE BELONGS TO JESUS CHRIST #music #worry #love #SMM,joy
@TheKJTFan That's that #good #praxis,joy
Salted caramel Maryland cookie thins habe definitely kept me on track with slimming world in the last few weeks @MarylandCookie ,joy
Comforting #inspiring. #faith #Housefires #GoodFather Thank you.  Beautiful #song #itswhoiam #itswhoyouare #youtperfectinallofyourways,joy
@LifeWithSelG #Despacito u came into my life\nur aroma flared my life up\nur almond-eyes makes my #Pulse gushing\nur #smiles gleam me bright,joy
@villodotexe This is the most fucking cursed FEHeroes unit I've ever had the displeasure of seeing,anger
One day someone will change ur perspective from bitter to sweet from broken to complete,joy
@executivegoth I tried a free Alpha trial to watch #dread and I'm sold. Worth the subscription alone. You all are incredible!,joy
'I'm #angry so I'm going to make you #spend #money on #me.' - @ Me\n#PrimeDay,anger
@CHARGERFANRV Ur so flippin funny!!! I love it!!! #burning!!!,joy
And my mind and my soul. Who made him substitute for my brothers and near me for all the beautiful days and I found you lost and grabbed,joy
It's a #blessing to love it's a blessing to have someone to love,joy
"@WorldFringeDay Heehee. I did chuckle to myself when i saw what it actually was, so you did get a laugh out if me. \n😀",joy
It's an #outrage that airports don't have smoking rooms in the departures area.,anger
"@EXOGlobal I can't wait , I'm shaking",fear
@real_missp I don't have a TV in my room 😟,sad
"@JillFilipovic @facebook That's a fucking outrage. Yeah, the frowny-face rating doesn't exactly cover it.",anger
KEEF\n \n #annoyed! cant make me bursting out it's not a fire tweet makes me and then blocking people in the joints is too,anger
"@s_navroop Bholenath ne apna Gussa toh nikaalna hai. Either the government helps take out Terrorism and do HIS work, Or the wrath is on GOVT",anger
Summer Sale! BOGO 50% OFF everything in our retail showroom! Valid thru 7/15 mix &amp; match...equal or lesser value #BOGO #ragegrafix ,joy
Looking forward to @CongletonFC playing @FCUnitedMcr tonight. 7.30 start  #comeonthebears,joy
Real Q abt #DonaldTrumpJr mtg not being asked- did they show him proof of #trumpdossier &amp; threaten to blackmail #resistance #Putinspuppet,anger
@bbc5live stand up to #sexism - let people #die for lack of funds - but make sure you stand up against #sexism-are they #mad in #Ludlow,anger
Unrealistic expectations attract disappointment. And that's what you were #disappointment #sad,sad
"Yuko is best known for her cheery personality, dimply smile and prominent squirrel teeth. | She hates ballons. #OshimaYuko",joy
Well seeing the #Eclipse2017 was #amazing really cool even though it only lasted 2 mins,joy
Who ever knew it would feel good to have such a wonderful hour and a half interview? 😁 #smiling #success,joy
"@WillReeveJr Please San Diego, somebody put up a good Spanos billboard ",joy
A bitter woman says 'All men are the same'\n\nA wise woman decides to stop choosing the same kind of men.,joy
To go back in time to the 1st grade so you can walk up and shove your bully on the playground. Little asshole.\n#StupidReasonsToUseTimeTravel,anger
Don't forget to choose #sunshinehorses on #smile this #PrimeDay,joy
Spending the majority of the day in bed relaxing &amp; catching up on @Hollyoaks 💖  #relax,joy
@gmfb Ray Lewis in the middle of the raven defense again !! Oh lord !! #fear,fear
it confuses me how burning man people seem to legitimately think they invented camping,anger
Great start. Exciting new innovation = new challenges. @VisaSecurity #VSS2017 #brilliance,joy
I'm really upset that it's been 5 years and you still haven't followed me back 😩 @sza why you do this to me solána?? 😭,sad
@mjrgxx This pain is restless even if my eyes are closed. I wish I never had won the race as a sperm.,sad
Studio window open- terrible smell of cooking from somewhere ,anger
@TheSocialCTV I'd never leave the couch again! #excited and #weary ❤️,joy
@AaonCrea Yea I know that feeling. It's just weird how desolate big cities in Aus are at night it's so weird but I get ya!,fear
@KamVTV @Dimplenut How does this sorry excuse\n for a human being George Soros get away with all his #hatred filled #riots #shameful,anger
This Lyft Code gives you $50 off ZOOT # Carriage House #glad #Lyft4LIFE,joy
@thekillers #killerspresale - How is it fair that people have bought multiple tickets and are re-selling them at twice the price? #angry,anger
@kamaalrkhan #shows how #irritated @kamaalrkhan #brandkrk is #feeling for his #community #brothers! So #Helpless 🙈🙈🙈 #ShameOnBhakts,anger
"You turned my world with a smile, and you take my heart with a kiss",joy
@ChildersRadio @gracepotter #adorable little pony,joy
"You can't change who people are, but you can love them #sadly",sad
@rizzywashere Ya one time I was like hey daddy queue up with me I can make you wild growth and he was like nice try lulu abuser 😞 ,anger
I am so freaking annoyed that he constantly feels the need to be a time in my life where I'd be happy with just one monitor on my PC,anger
@YaihraLovesU Oh my lord no I just be letting him hit himself cause he throws himself on the floor and throw tantrums 🤦🏽‍♀️,anger
Yay... a big shout out for my friend @GuptaJuhi90 . Welcoming her back on twitter. She a terrific writer. Stay tuned for tweets.,joy
Share your #smile today!,joy
Tip of the day: don't google filling a cavity if it's your first one ever. #terrified #firstcavity 😰,fear
What a tremendous initiative by @HitKPKD &amp; @ApolloHospitals  #SuperHitDonor,joy
"Longing to see Your face, Christ Jesus, I rejoice in the anticipation of Your coming again!",joy
Great way to end the day(night?morning?) #😄,joy
Myatt &amp; Smith open the batting! 12 from the first over. #great start,joy
@Greenarmy46 Thank you! Glad you're enjoying them 😃,joy
@SwaggyTstahl @icedawg_37 Why is this even a thing? #lost,sad
"hoseok was in a state of awe. it was his first time to see something like this, authentic/real after being groomed and growing up in the",surprise
@kadymcdermottx Here we go can't wait to see how much shit she chats😴 ,anger
@SimplyMissYoung @PlayChoices Is it about rabid penguins on a plane,joy
Hoping the Giant ice that broke off will cool the ocean and bring back the Great Barrier Reef #optimism #amirighttho #sigh,joy
@NicolleDWallace @jheil @DonnyDeutsch He's spot on #terrifying,fear
"@hyde_myself Yes, Mom. That's my alarm XD",joy
"no alarm set, long lie, no plans tomorrow😍 #blissful",joy
@russ_kent @IsabelOakeshott Inexplicably well paid talking head who lectures in impenetrable consultu-speak #dire,anger
I ain't had a gold heart on snap chat in so long. 😐 #depressing,sad
Surprisingly even though I'm not a Trump supporter I simply don't get the vibe that all we've heard  is going to be his undoing. #pessimism,sad
@MicheleKihiu Im terrific thanks.\nI hope you managed to get even if it's just 40 winks of 😴. It was a crushing defeat. He was so dejected,joy
#broke #sadness who is ready to #donate 5$ for me via paypal ?\nSend it to info2drag@gmail.com\n#humans #help #helpmeout #helpme #donate,sad
"God's help for Israel in Isaiah 41:10, is for u today. Don’t be afraid or discouraged, He's ur God who will strengthen, help &amp; hold u up.",joy
@Alolan_Yusaku Oh definitely! I saw the snap and the colour looks great too.,joy
This class makes me fucking angry!,anger
@Hayles_101 Delaney keeping up his awesome Manchester United transfer record...\n\n😂,joy
@gjameslago Ngi y do u do this 2 me :-) iloveyou 😘,joy
"@HSBC_HK you are a joke bank. I despair at your complete lack of common sense. The UK however, gets it. WTF is wrong​ with you ?",anger
@JustinJeffre mornin sexy phantom crush hottie happy tremendous totally fun Tuesday love n hugs enjoy it xxoo love yas tons n bunches xxoo,joy
im gonna rejoice because im gonna see jr and aron .,joy
"Considering I am 101% fine with getting tattoos, blood tests terrify me and I AM HAVING TO GET ONE AAAAAHHHH",fear
The next eclipse is in like 2024 and we won't have to deal with it in Nebraska. #relieved 🙄,joy
#start my YouTube channel techno ayan please follow friends,joy
@BrocatoWanda You can't make this crap up. Therefore my 😐 response.,anger
"I'll have the first Question for Followers ready in a few. It's directed at all of you, so please don't be shy and respond when you can! 😀",joy
"Christian, Christ is your sacrifice that turns aside the justly deserved wrath of God &amp; justly satisfied Gods righteous demands.",joy
#jeremyvine take a slightly dull subject and makes it so tediously boring you actually want to rip your own throat out!,anger
A good head and a good heart are always a formidable combination. (Nelson Mandela),joy
@ShaneMalwa @MajorPoonia @devyanidilli I believe ur mekka n madina also dikling which u kiss. A dark dirty one,anger
@empireofthekop Are we sponsored by #Tango now ? #whopicksthesecolours #youvebeentangoed  #kak,anger
LIFE IS JUST A TAFFY PULL- a story told in rhyme #rhyme #poetry #romanticcomedy #laughter #humor #beachread  #SummerReading  #comedy  Amazon,joy
"Psalm 95:1-7 O come, let us sing to the Lord; let us make a joyful noise to the rock of our salvation!",joy
@Radio702 There is nothing comical or funny about corrupt officers and negotiating the rand amount for a bribe 😡,anger
I'm so in love with that smile of yours🖤.,joy
@CP_UK_Longleat money grabbing and RUBBISH customer service!!! Rapids shut but no reply to emails! #diabolical #CustomerService #crap,anger
There's loads to be #grateful for. Start by just looking in the mirror 💞✨ #ThursdayThoughts,joy
"Bertolacci will join Genoa on a dry loan with no option to buy, done deal- Sky....At last he's gone #rejoice",joy
"big over sized clothes, hours of use for bad haircut, 😊 real big rage #🍑",anger
@miracles_J yaaay finally brave enought to comment on their vlive 😅,joy
Stranger Things S2 25secs teaser! #excited 😲,joy
Shortest horror story: School tomorrow,fear
I felt myself #laughing so hard in my sleep ...now I don't remember why🤦🏾‍♀️😂😂😂,joy
I want to be like Eunice. #relentless,joy
@joerogan I looked at the eclipse without glasses and now I have x-ray vision! #awesomeness,joy
@Channel9 how could you put this show on air !! Disrespectful to so many mums and families 😡,anger
Happy right now I just beaten the second game of crash bandicoot one more to go now didn't get that mad 😡 at the game lol 😂,joy
@Good_Therapy and @CounsellorsCaf are talking about #depression today! What's trending in your community?,sad
"@magicpencil I'd just whip up a cake batter or cookies &amp; throw it in 😀 bakewell, frangipani is made with almonds",joy
Cory was like family to me. You all were. Glee was my escape in middle school. #glee #CoryMonteith,joy
This is the day that the lord has made I will rejoice and BE GLAD IN IT! 🙌🏿🌟 #blessed #favored #loved #,joy
@RegionRat14 @RobertONeill31 Rob is #bad,anger
He #takes his #job #seriously and isn’t #afraid to #let it be #known. #Realestate #Scottadlhoch #Realtor,joy
"@BDSixsmith @J_Bloodworth This is very complex. So, I can't share images I've taken because that would spread intimidation but",fear
It's taking apart my lawn! GET OFF MY LAWN! ,anger
@KeithOlbermann  'out of his motherfucking mind'.... don't think anyone could say it any better. #terrifying #biggestcrybabyinhistory,anger
Update. It's hot as shit and its fogging up my glasses. #pissed,anger
"Oh death, where is your sting?",sad
"@JhaSanjay Good you are reminded - that's first step... \n\n2nd step, pls start practicing and spare us the horror of your tweets 😂",anger
They leave you with so many unasked and unanswered questions.... #Grandparents #sadness #myroots #abuelitos,sad
I hate getting woken up out my sleep 😡,anger
'What seems to us as bitter trials are often blessings in disguise.' Oscar Wilde #quote #blessing #motivation,joy
"@LouiseODonoghu2 You really want Fabinho, lol 😃",joy
@piersmorgan Hey you lost your credibility (not that you had any) also we told you so #🤣,anger
"Sweet merciful crap that was some bad singing at the #MLBAllStarGame tonight. Anthem and God Bless, both. #wrongnotes #outoftune ",anger
@thefinalwoman Yes! Mermaids and Scarecrows in short supply in #horror genre.,fear
We probably wouldn't #worry about what people think of us if we could know how seldom they do.,joy
@GvanOnselen @BDliveSA You mean the President Protector? The rabid revolution sleeper agent gone rogue?,anger
@tenderlove listened to your CUSEC 2015 talk again for inspiration in writing my own conference talk #tornado of #laughs,joy
"@LuckyStarLights I skip anything below 718 score tbh. Finding other fully SI horse teams is fun though, I added a few through arena. 🤣",joy
see me #smiling at my #past like what was I thinking? \nFind #rest oh my #soul d #seas ń #storms still know HIS name. \n#JESUS\n#iLoveJesus,joy
"I was deeply struck with her very presence,expressions &amp; soul-penetrating performance.I was lost in her #bliss #NinnuKori  @i_nivethathomas",joy
I need to get out of this little funk so I can write!! #writing #funk #writerslife #depressed,sad
The #buthisemails meme is hilarity.,joy
"'You dare threaten me, Thor, with so puny a weapon?'",anger
@BollyBigBolt #cheerful That pink makes the other colours pop! x,joy
"Remember, miracles do happen! Like the time Catherine of Aragon died after completely not being poisoned. Wow! #inspiring #MondayMotivation",joy
@catherinebenham DO THE THING enrage all the people who cannot Do The Thing,joy
"#expecting &amp; #Accepting are two sides of #Life.Where Expecting ends in #tears ,while Accepting makes you #cheer\n#LifeLessons #thoughts",joy
DC Young fly is hilarious man.,joy
"@ArcadeGirl64 I actually really like hearing your thoughts either way, don't hesitate to share :)",joy
@LoveIsland That rap reminds me of when the kids were small and they would prepare a performance #cute #crap 😂,joy
I thought he cried over some of his relative death or something but when i know the truth . I just wanna burst out 😂,joy
@William79825670 @Bienvenuebrexit @UnityRefEire I better bring in the washing then...enjoy yere caveman celebration's laughing 😆 stock 👍,joy
I hope you smiling and just laughing your soul out @lebeomak . I love you so much.. My Person\n                 😘😘😘😘\n                    😘😘😘😘,joy
The lecturer tonight had such a muppet frown it was great.,joy
"@ReidGenar @tedcruz So much crow eating to come, crows may become an endangered species. #revenge",anger
@stevenwardill @AnnastaciaMP Have you ever been to one of these things where someone wasn't unhappy?,sad
@16_vica #strange but #amazing but I #love your #pictures 😍,joy
"Man, if you can laugh and be silly with your family &amp; friends, that is enough. That is life. #laughter #goofiness #silly 😂🤗",joy
@therealjackster @F1 Yip. Coz he's a miserable huffy get 😊,anger
Don't let anyone steal your joy! #rejoice #victory #overcomer,joy
@Alternate_F4cts That actually was a solid insult.,anger
There is no melancholy in fools - that's why they make us laugh.  #aphorism #melancholy,joy
@realDonaldTrump @DonaldJTrumpJr Trump is now fuming.  He feels the whole game may now be blown because of Jr's stupidity.,anger
@Jo_Caulfield Great GIF! #joyful,joy
Happy birthday to one of the many founders of this fabulous company #blessed #TuesdayMotivation #begreat,joy
@ChristineRomans @JohnBerman guest so affable and knowledgeable #brilliant @CNN,joy
"-whatever life gives you even if it hurts, just be strong and act the way you always do because strong walls shake but never collapse",joy
@MJ_Boh_ this is a fucking dreadful opinion,anger
@TeenMomOG2 @Javimarroquin9 @KailLowry He is so cute! Your #minime for sure! #blessing,joy
When you are with your friend and you are still laughing 😂🙌🏻🔝💕 @Tereza_Gray #FriendsForever #laugh #summer,joy
@christinequinty I just knew. #delightful #Eclipse,joy
'Little bit leave it' the best bit of love island so far 😂🌴 #loveisland #hilarious #No1,joy
"Really excited to see our team this year, and especially moving in the next 2-3 years when his guys start playing significant minutes.",joy
"@SaidTheSky @DasEnergiFest @mitchell_thayne Bro, you should be #smiling you're bring all of us smiles. Share the experience #together",joy
"9. So to summarize... Aman, Norwood and Mitchell clearly lead the field in resources, though Mitchell's burn rate is alarming.",anger
beautiful day Lord has made let us rejoice &amp; be glad in it &amp; rejoice Hillary NOT president! God bless POTUS &amp; United States of America🇺🇸👍,joy
"@tompeck AntiLol: for fast, effective relief from mirth.",joy
"@friskyako Sub, dub isnt awful but it just isnt justifiable enough to watch it over subbedd",anger
I'm still bitter about the fact that I didn't get the Php 10/liter promo.,anger
@RandyRainbow Brilliant &amp; clever as always. #delight,joy
@PierreAtlas Let's see how many Republicans do more than feign outrage.,anger
Who's horny? Snapchat me jchrisco19 #horny #nudes #trade #dm #snap #girls #fun #bored #like #follo4follo #follow #RETWEEET #likeforfolow,joy
Happy Birthday beautiful 💞🌼🌻 @xan_radebe,joy
Its nice to stay in a small city from time to time  #starrynight,joy
Nice to be able to turn the alarm clock off until next Tuesday morning. #awesome,joy
"There's no better way to relax than putting on a face mask, having a bath while drinking tea and listening to John Mayer #bliss",joy
A joyless faith is not one for which Jesus died. #thegospel #joy #Jesus #happiness,joy
It takes less #muscles to #laugh than to #frown - stops facial &amp; mental aging too! Laugh strongly &amp; often to #lead effectively! #leadership,joy
@ajcrompton1 Humanist &amp; sailor!? 😂😂😂😂😂😂😂😂  You forgot to add big time loser! #arsehole 🇬🇧,anger
Another big game day for @FootballSask at the Canada Cup. Next up Ontario. Go get them boys! We'll be cheering you on #306Football #Sask,joy
@bravoallstarz looks like it's going to be an amazing season #cheer,joy
@bigjordan924 Wow you don't read mine? #offended,anger
@NEXXhelmets @REVIT thank you guys! It is a #pleasure and an #honor to work with you on the @_Tea2wine_ expedition 💯%‼️👊 🏍️🌍,joy
Taking my first #CreativeWriting class this semester. Never before has my grade been based on writing short stories ,joy
@MutRut17 mine says the same thing. No way my offense isnt a 99 lol..wtf,anger
I love watching the bats in the evenings over the vegetable garden. #bliss #happy #urbanfarm,joy
School duties. 😧 good night ppl,sad
"'If you find your delight in the Lord, he will grant your heart's desire' (Ps 37:4) #tuesday #psalms",joy
Rise and shine #alarm #autotweet,joy
I have so many things to look forward to ☺️ #positive  #lifeisgood,joy
@ellagallagher Thing is tho my pout was actually serious,joy
#Past #success or #failure is no #indicator of #future #performance DON'T be #afraid to take a #risk.,joy
"@lidl_ireland What a wonderful experience in #Trim. What a star ⭐️#Joileta is.  She made my shopping a wonderful experience, helpful ",joy
A man who loves God will visit him.  It is important to go to Church.  #news,joy
facts about all the horrific ways i could kill them if i were in fact those animals.,anger
"Listen, I love my mutuals so much they're such beautiful people inside and out. I'm so happy to have you in my life. I love you so much",joy
Words can't explain how thankful I am that I woke up today! It's all I need to know how blessed I truly am! #iGotAnotherDayToCreateLife 😍,joy
"Man, don't believe the hype, this #DJKhaled comp is garbage. #sad #terrible #trumpofhiphop",sad
OMG my darling best friend's hubbie died today whilst on holiday abroad. #shocked #tears #grief #sosad,sad
Well that was lovely.   Checked church Facebook page and I've been given a five star review for Sats wedding. #bashful ,joy
@nkrrao karamadai ranganatha. Pallikondeeswarar shiva. Some more avl. Dont outrage without reason @kalps1616,anger
better care about yourself than about others because others wont care about you #lonely #sad #depressed,sad
Beautiful morning at the beach on Anna Maria Island with my wife. #vacation #blessed #happy,joy
"finnish 'table manners', to the extent they exist, seem to include only self sufficiency and not getting in people's way so it's hilarious",joy
Best evening adult drink w/chocolate #satisfaction is @Nestle DARK hot chocolate + chili powder + cinnamon + whiskey #delicious ☕️,joy
what will we do when #GoTS7 is over? im starting acknowledging  #endoftheworld #GameOfThrones #dontleaveusjustyet,sad
'How We Are Ruining America' By this liberal lip service pointing out an inequity that they protect while feigning indignation for all.,anger
"I've never seen something so revolting, yet so irresistible as Wendy's Queso. I must have it",joy
